Station:;Datum;Behandling;Ruta;Art;Species;Fältkommentar;Slåtter
Repbäcken;20160818;Ytskrapning;6;Gulsporre;Linaria vulgaris;;
Repbäcken;20160818;Ytskrapning;6;Kråkvicker;Vicia cracca;;
Repbäcken;20160818;Ytskrapning;6;Käringtand;Lotus corniculatus;;
Repbäcken;20160818;Ytskrapning;6;Prästkrage;Leucanthemum vulgare;;
Repbäcken;20160818;Ytskrapning;6;Renfana;Tanacetum vulgare;;
Repbäcken;20160818;Ytskrapning;6;Rödklöver;Trifolium pratense;;
Repbäcken;20160818;Ytskrapning;6;Rödsvingel;Festuca rubra;;
Repbäcken;20160818;Ytskrapning;6;Stormåra;Gallium mollugo;;
Repbäcken;20160818;Ytskrapning;6;Vanlig femfingerört;Potentilla argentea var. argentea;;
Repbäcken;20160818;Ytskrapning;6;Vildmorot;Daucus carota subsp. carota;;
Repbäcken;20160818;Ytskrapning;6;Vit sötväppling;Melilotus albus;;
Repbäcken;20160818;Ytskrapning;6;Åkerfräken;Equisetum arvense;;
Repbäcken;20160818;Ytskrapning;6;Åkervädd;Knautia arvensis;;
Vansbro;20160819;Ytskrapning;1;Agrostis sp.;Agrostis sp.;Ev. två arter varav den ena troligen är storven.;
Vansbro;20160819;Ytskrapning;1;Bergsyra;Rumex acetosella;;
Vansbro;20160819;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;
Vansbro;20160819;Ytskrapning;1;Gulsporre;Linaria vulgaris;;
Vansbro;20160819;Ytskrapning;1;Käringtand;Lotus corniculatus;;
Vansbro;20160819;Ytskrapning;1;Renfana;Tanacetum vulgare;;
Vansbro;20160819;Ytskrapning;1;Rödklöver;Trifolium pratense;;
Vansbro;20160819;Ytskrapning;1;Rödsvingel;Festuca rubra;;
Vansbro;20160819;Ytskrapning;1;Röllika;Achillea millefolium;;
Vansbro;20160819;Ytskrapning;1;Sandnarv;Arenaria serpyllifolia;;
Vansbro;20160819;Ytskrapning;1;Vanlig femfingerört;Potentilla argentea var. argentea;;
Vansbro;20160819;Ytskrapning;1;Vildmorot;Daucus carota subsp. carota;;
Vansbro;20160819;Ytskrapning;1;Vitklöver;Trifolium repens;;
Vansbro;20160819;Ytskrapning;2;Agrostis sp.;Agrostis sp.;Ev. två arter varav den ena troligen är storven.;
Vansbro;20160819;Ytskrapning;2;Berggröe;Poa compressa;;
Vansbro;20160819;Ytskrapning;2;Bergsyra;Rumex acetosella;;
Vansbro;20160819;Ytskrapning;2;Gulsporre;Linaria vulgaris;;
Vansbro;20160819;Ytskrapning;2;Hundäxing;Dactylis glomerata;;
Vansbro;20160819;Ytskrapning;2;Krypnarv;Sagina procumbens;;
Vansbro;20160819;Ytskrapning;2;Kvickrot;Elytrigia repens;;
Vansbro;20160819;Ytskrapning;2;Käringtand;Lotus corniculatus;;
Vansbro;20160819;Ytskrapning;2;Maskros;Taraxacum;;
Vansbro;20160819;Ytskrapning;2;Mjölkört;Chamaenerion angustifolium;;
Vansbro;20160819;Ytskrapning;2;Vildmorot;Daucus carota subsp. carota;;
Vansbro;20160819;Ytskrapning;2;Renfana;Tanacetum vulgare;;
Vansbro;20160819;Ytskrapning;2;Rödklöver;Trifolium pratense;;
Vansbro;20160819;Ytskrapning;2;Rödsvingel;Festuca rubra;;
Vansbro;20160819;Ytskrapning;2;Röllika;Achillea millefolium;;
Vansbro;20160819;Ytskrapning;2;Sandnarv;Arenaria serpyllifolia;;
Vansbro;20160819;Ytskrapning;2;Smultron;Fragaria vesca;;
Vansbro;20160819;Ytskrapning;2;Tall;Pinus sylvestris;;
Vansbro;20160819;Ytskrapning;2;Vanlig femfingerört;Potentilla argentea var. argentea;;
Vansbro;20160819;Ytskrapning;2;Vitklöver;Trifolium repens;;
Vansbro;20160819;Ytskrapning;3;Agrostis sp.;Agrostis sp.;Ev. två arter varav den ena troligen är storven.;
Vansbro;20160819;Ytskrapning;3;Berggröe;Poa compressa;;
Vansbro;20160819;Ytskrapning;3;Bergsyra;Rumex acetosella;;
Vansbro;20160819;Ytskrapning;3;Gråbo;Artemisia vulgaris;;
Vansbro;20160819;Ytskrapning;3;Gulsporre;Linaria vulgaris;;
Vansbro;20160819;Ytskrapning;3;Höstfibbla;Scorzoneroides autumnalis;;
Vansbro;20160819;Ytskrapning;3;Krypnarv;Sagina procumbens;;
Vansbro;20160819;Ytskrapning;3;Käringtand;Lotus corniculatus;;
Vansbro;20160819;Ytskrapning;3;Maskros;Taraxacum;;
Vansbro;20160819;Ytskrapning;3;Renfana;Tanacetum vulgare;;
Vansbro;20160819;Ytskrapning;3;Rödklöver;Trifolium pratense;;
Vansbro;20160819;Ytskrapning;3;Rödsvingel;Festuca rubra;;
Vansbro;20160819;Ytskrapning;3;Smultron;Fragaria vesca;;
Vansbro;20160819;Ytskrapning;3;Vanlig femfingerört;Potentilla argentea var. argentea;;
Vansbro;20160819;Ytskrapning;3;Vitklöver;Trifolium repens;;
Vansbro;20160819;Ytskrapning;4;Agrostis sp.;Agrostis sp.;Ev. två arter varav den ena troligen är storven.;
Vansbro;20160819;Ytskrapning;4;Bergsyra;Rumex acetosella;;
Vansbro;20160819;Ytskrapning;4;Fårsvingel;Festuca ovina;;
Vansbro;20160819;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;
Vansbro;20160819;Ytskrapning;4;Gråbo;Artemisia vulgaris;;
Vansbro;20160819;Ytskrapning;4;Kråkvicker;Vicia cracca;;
Vansbro;20160819;Ytskrapning;4;Käringtand;Lotus corniculatus;;
Vansbro;20160819;Ytskrapning;4;Renfana;Tanacetum vulgare;;
Vansbro;20160819;Ytskrapning;4;Rödklöver;Trifolium pratense;;
Vansbro;20160819;Ytskrapning;4;Rödsvingel;Festuca rubra;;
Vansbro;20160819;Ytskrapning;4;Röllika;Achillea millefolium;;
Vansbro;20160819;Ytskrapning;4;Vanlig femfingerört;Potentilla argentea var. argentea;;
Vansbro;20160819;Ytskrapning;5;Agrostis sp.;Agrostis sp.;Ev. två arter varav den ena troligen är storven.;
Vansbro;20160819;Ytskrapning;5;Bergsyra;Rumex acetosella;;
Vansbro;20160819;Ytskrapning;5;Finsk femfingerört;Potentilla intermedia;;
Vansbro;20160819;Ytskrapning;5;Fårsvingel;Festuca ovina;;
Vansbro;20160819;Ytskrapning;5;Getväppling;Anthyllis vulneraria;;
Vansbro;20160819;Ytskrapning;5;Gråbo;Artemisia vulgaris;;
Vansbro;20160819;Ytskrapning;5;Käringtand;Lotus corniculatus;;
Vansbro;20160819;Ytskrapning;5;Rödsvingel;Festuca rubra;;
Vansbro;20160819;Ytskrapning;5;Stormåra;Gallium mollugo;;
Vansbro;20160819;Ytskrapning;5;Äkta johannesört;Hypericum perforatum;;
Vansbro;20160819;Ytskrapning;6;Agrostis sp.;Agrostis sp.;Ev. två arter varav den ena troligen är storven.;
Vansbro;20160819;Ytskrapning;6;Bergsyra;Rumex acetosella;;
Vansbro;20160819;Ytskrapning;6;Finsk femfingerört;Potentilla intermedia;;
Vansbro;20160819;Ytskrapning;6;Fårsvingel;Festuca ovina;;
Vansbro;20160819;Ytskrapning;6;Getväppling;Anthyllis vulneraria;;
Vansbro;20160819;Ytskrapning;6;Gråbo;Artemisia vulgaris;;
Vansbro;20160819;Ytskrapning;6;Gulsporre;Linaria vulgaris;;
Vansbro;20160819;Ytskrapning;6;Krypnarv;Sagina procumbens;;
Vansbro;20160819;Ytskrapning;6;Kråkvicker;Vicia cracca;;
Vansbro;20160819;Ytskrapning;6;Rödsvingel;Festuca rubra;;
Vansbro;20160819;Ytskrapning;6;Röllika;Achillea millefolium;;
Vansbro;20160819;Ytskrapning;6;Salix sp.;Salix sp.;;
Vansbro;20160819;Ytskrapning;6;Sandnarv;Arenaria serpyllifolia;;
Vansbro;20160819;Ytskrapning;6;Stormåra;Gallium mollugo;;
Vansbro;20160819;Ytskrapning;6;Trifolium sp.;Trifolium sp.;;
Vansbro;20160819;Ytskrapning;6;Vanlig femfingerört;Potentilla argentea var. argentea;;
Vansbro;20160819;Ytskrapning;6;Åkervädd;Knautia arvensis;;
Vansbro;20160819;Ytskrapning;6;Äkta johannesört;Hypericum perforatum;;
